"At","Sentimen","Review","Bintang","Aspek"
"2020-08-10 14:09:50","-1","Woy bambang ngapain bikin aplikasi??? Log in aja ga bisaaaaaa ah elah. Review soco banyak yg ancur juga. Lucu aja sih wkwkwkwk udah gitu ga ada tanggapan. Udah cukup lah sakit ati dicuekin doi, elu jgn ikut²an :')","1","Tampilan"
"2020-08-10 13:54:06","-1","JANGAN DONLOT SOCO, dahlah males NANTI KALIAN KALAU TRANSAKSI TERNYATA BARANG KOSONG DIBALIKIN PAKE VOUCHER SURUH BELANJA DI TOKONYA LAGI BUKAN REFUND UANG. Nyesel nanti, penipuan ini sih. Ga profesional bgt apalgi flash sale flash sale upil lah 😑","1","Layanan"
"2020-08-10 11:27:07","-1","Gaa usah diinstal nih aplikasi mending di uninstal aja. Aplikasi buruk balikin dana refund aja berbelit2.. Balikinya pake vocher lagi. Sumpah aplikasi sampah banget ini. Kalo ga mampu bikin aplikasi yg memberikan kenyamanan sma customer mending ditutup aplikasinya bikin aplikasi game aja bos.. Respon kok bodoh sekali ga aplikasi sebelah kalo barang ga ada dana refund langsung balik, ini nunggu 7 hari kerja dan stlah 7 hari mana itikad baiknya. Gaa ada kan, owner nya nih kayanya otaknya sebelah.","1","Layanan"
"2020-08-10 09:49:19","-1","Barang yang dipesan 4 dan dikirim hanya 2 , ternyata kosong,uang udah saya transfer 339 ribu dan soco point' 70 ribu,mohon secepatnya pengembalian uang saya.","1","Layanan"
"2020-08-09 20:11:49","-1","Ati ati diserbu bintang 1","1","Lainnya"
"2020-08-09 20:05:24","-1","Sistemnya sangat buruk. Ngadain sale gede gedean, trs pas di proses order dikabarin barang kosong padahal di platform brandnya jelas masih ada. Minta kejelasan order dan refund sangat rumit.","1","Tampilan"
"2020-08-09 17:52:41","-1","Pelayanan burukkk","2","Layanan"
"2020-08-06 19:20:57","0","Sumpah kedua kalinya mau pesen di sini gk bisa2 lemot nya minta ampun padahal wifi pake ,udah di update ttep ga bisa.padahal Uda pilih barang yg mau dibeli,cus chekout ok gk masalah cus masuk proceed to payment tinggal pemilihan pembayaran malah gk muncul muncul daftar pilhannya gk ada tulisannya samsek.tolong dong ditingkatkan kualitas aplikasinya !!! Biar yg pada beli gk kecewa .tks :D","3","Tampilan"
"2020-08-06 05:54:59","1","Banyak diskon, sayang jamnya jaraknya jauh2 :"""")","5","Layanan"
"2020-08-05 21:06:33","1","❤❤❤❤","5","Lainnya"
"2020-08-05 09:16:42","-1","Very poor customer service and highly not recommended to buy things here. Beli barang yang termyata sudah habis, saya minta refund dong. Refund detail sudah dikirim dr 13 July dan diminta menunggu prosesnya 10 hari kerja. Giliran saya follow up lg emailnya, sampai sekarang belum dibalas dan belum jg di refund uang saya. Email followup ke cs tidak dibalas2, di call tidak bisa, diline disuruh email ke cs.","1","Layanan"
"2020-08-04 18:30:46","-1","Gatau lah maleZ","2","Lainnya"
"2020-08-04 17:42:03","-1","Tiap mau baca review produk selalu ngeblank, di scroll review dari akun itu2 lg yg muncul","2","Tampilan"
"2020-08-03 22:58:05","0","Maaf sebelumnya, kok hari ini saya ga bisa checkout ya, ga bisa pilih metode pembayaran. Mohon diperbaiki aplikasi dan service pelanggannya.","3","Tampilan"
"2020-08-03 22:38:44","-1","Banyak sekali ya riview tidak memuaskannya. Baru ngalamin ini barang ga dikirim2.. baru juga kirim email ke CS kita liat deh respon nya bagaimana, Jadi sedikit nyesel belanja disini.","2","Layanan"
"2020-08-03 17:38:16","0","Pengiriman nya lamaaa bgt parahnya masa ada keterangan Rumah kosong atau tdk dihuni pdhl jelas2 itu alamat toko buka dr pagi smp tengah malam.","3","Layanan"
"2020-08-02 23:39:55","-1","D8d","2","Lainnya"
"2020-07-30 23:30:28","1","Bagusssss bangettt buat nentuin kulitku ini, banyak temen beauty review jujur dan racun banget","5","Lainnya"
"2020-07-30 10:27:03","1","De best lah pokoknya","5","Lainnya"
"2020-07-29 14:05:01","1","Gak ad","5","Lainnya"
"2020-07-29 12:14:52","-1","Pengiriman lama, ga jelas status trackingnya, respon cs jg lama Ga recomended👎👎","1","Layanan"
"2020-07-28 16:02:01","-1","Sociola asu teles,anjing","1","Lainnya"
"2020-07-28 12:53:13","1","suka belanja disini, skincare yg aku cari ada dijual semua..","4","Produk"
"2020-07-27 20:41:50","0","Gtw kenapa ga bisa dibuka masa aplikasinya hari ini :(((((, jadi cepet error not responding gitu padahal jaringan oke, sedih.","3","Tampilan"
"2020-07-27 20:38:56","-1","Kenapa disoco timeline nya nge blank halaman kosong diaplikasi ini? Lagi ada pembenahan atau gimana? Sedang mau nulis news letter sudah diklik foto dan di upload foto masih saja ga bisa submit ""gambar wajib diberi""","2","Tampilan"
"2020-07-27 19:03:20","-1","Tolong dong REFUND uang saya sejak 12 Juli, saya belanja dari tgl 26 Juni, udah hampir 1 bulan duit saya belum balik balik. Kapok saya sama sociolla","1","Layanan"
"2020-07-24 01:50:27","1","baguss anettt","5","Lainnya"
"2020-07-22 15:58:05","-1","Saya udah bbrp kali beli disociolla. Terakhir sy beli mengecewakan. Sy beli 4 produk dan sy tunggu bbrp hari gak dikirim2 trs dpt info klo barangnya kosong, jd sy minta refund. Dan saya beli ulang barang yg lain, tbtb dapat info kalo brg sebelumnya restock, tanpa ada persetujuan dr saya dulu. Jadinya saya malah beli 2 paket. Pengiriman juga lama banget. Mending pake ekspedisi yg biasa aja lah. Drpd nyusahin kelamaan gini.","2","Layanan"
"2020-07-22 10:17:44","-1","sistem pengecekan barang sangat buruk,layanan customer service yang sangat lama dengan ketidakjelasan sistem jadi informasi yang diberikan tumpang tindih,proses konfirmasi diulang ulang dengan informasi yang salah.","1","Layanan"
"2020-07-22 08:34:10","-1","Tidak bisa login walaupun email dan password sudah benar","1","Tampilan"
"2020-07-21 17:05:14","-1","Kapok 🙃 galagi lagi","1","Lainnya"
"2020-07-21 09:35:49","1","Di email dibalas maksimal 1x24 jam tp sudah 2 hari ga ada konfirmasi lagi","4","Layanan"
"2020-07-20 08:35:06","-1","Sangat mengecewakan, stock disitus bisa saja tidak update. Jadi walupun kalian sudah pesan dan bayar belum tentu dapat barang nya. Proses refund nya pun sangat lama. Ini saya sudah 11 hari belum kembali uangnya. Fokus di offlinenya aja dehh.","1","Layanan"
"2020-07-20 06:30:23","-1","Susah amat masuk ny masa imel ny salah terus","1","Tampilan"
"2020-07-19 04:56:33","0","Dear Tim Sociolla, apakah aplikasinya sedang bermasalah? Karena saya dari siang tidak bisa check out dan melakukan proses pembayaran.","3","Tampilan"
"2020-07-18 10:12:14","-1","Gimana sih, saya mau login kok gak bisa, email nya salah atau gak aktif atau paswordnya yg salah padahal email saya aktif dan pasword saya juga gk salah, gimana sih ini aplinya bikin repot aja, klo saya tau bakalan bikin repot kayak gini mending saya gak instal, petbaikin dong bikin lebih mudah gtu biar gak sia sia nginstal apli sociolla ini,, 😒","1","Tampilan"
"2020-07-18 00:41:12","-1","Baru saja install, ga bisa login.. Sampe reset password pun setelah diklik login ga ada berubah apa2.. Tolong diperbaiki.. Trims","1","Tampilan"
"2020-07-16 10:32:07","-1","SetekAh membaca ulasan customer lainnya kayaknya banyak yg kecewa jd mohon maaf saya unistal aja deh jadi takut","2","Lainnya"
"2020-07-15 14:08:51","-1","orderan dr tggl 8 sampe skg blm sampe orderan saya di revisi Mulu , cs line di tanya bolak balik doang di komplain juga ga ada jawaban","1","Layanan"
"2020-07-15 11:47:13","1","👍👍","4","Lainnya"
"2020-07-14 20:07:57","-1","Aplikasi ngak jelas Udah dibeli, dibayar, dibilang stok kosong Trus kenapa waktu di aplikasi stoknya tersedia!! Malas beli disini lagi","1","Layanan"
"2020-07-14 20:02:46","-1","Beli produk di sociolla, sudah dibayar, ada pemberitahuan kalau produknya habis. Ya kalau habis harusnya kan tidak bisa dibeli, padahal habis sya beli produknya masih ada dan dikasih diskon Yang lain beli pas diskon barangnya ada Di saya bilang produknya kosong Kecewa","1","Layanan"
"2020-07-14 16:29:21","1","👍","4","Lainnya"
"2020-07-14 12:19:46","1","Love so much","5","Lainnya"
"2020-07-14 00:06:43","-1","Saya belanja di sephora udah 5 hari barang ga nyampe nyampe. Mau liat resinya caranya gimana? Ini barang udah sampe mana juga gatau. Katanya udah di track order tp belum nyampe nyampe","1","Layanan"
"2020-07-13 19:40:36","1","Plis masukin the ordinary karna gatau mau beli dimana :(","4","Produk"
"2020-07-11 15:38:54","1","Mantap lah","5","Lainnya"
"2020-07-11 11:56:47","-1","Ga bisa review barang","1","Tampilan"
"2020-07-10 21:55:18","1","Suka pembayaran dipermudah lewat gopay dan ovo","4","Tampilan"
"2020-07-10 18:54:59","1","Ok","5","Lainnya"
"2020-07-10 11:28:55","-1","Tidak masuk akal","1","Lainnya"
"2020-07-10 09:15:08","1","Kenapa pas mau daftar menjadi anggota sbn susahnya minta ampun poto gk masuk masuk","5","Tampilan"
"2020-07-06 17:03:50","-1","Eroran mlulu. Sekalinya bisa order STOCK KOSONG PADAHAL UDA JELAS DIBAYAR. Itupun gak langsung diinfo ya, uda selang 3-4hari baru diinfo dan respon CS utk replay email lambat banget. Jelek sih skrg sociola. Sering kasih diskon tp kayak yg gak niat kasih diskonnya. Sering php 👎 kl emg gak bisa atur stock, tutup aja nih APP bukan memudahkan malah bikin masalah.","1","Layanan"
"2020-07-04 07:52:25","-1","Permisi, kak. Saya baru instal aplikasi SOCO nya, saya mau daftar tapi selalu ada peringatan ngga ada jaringan internet. Padahal untuk buka aplikasi lain bisa dan untuk internetan juga lancar, dan sinyalnya juga bagus. Tolong dijawab ya, kak. Saya pengen banget ngegunain aplikasi ini :)","1","Tampilan"
"2020-07-03 12:50:42","-1","Berdasarkan pengalaman saya 2kali belanja disini, intinya, walaupun kalian udah bisa order dan udah bayar belum tentu barang yg sudah kalian bayarkan tsb. jadi milik pembeli. Krn katanya sih trdpt perbedaan data di stok gudangnya dgn sistem sociolla yg belum terupdate. Itu kata cs sociolla nya sendiri loh. Kalau saya sih, sptnya cukup 2kali saja belanja disini, gak lagi lagi :)","1","Layanan"
"2020-07-02 17:52:43","-1","aplikasinya selalu susah untuk di buka.","1","Tampilan"
"2020-06-27 23:30:29","1","Aku suka banget klo belanja skincare di sini karna udah bpom dan pokoknya aman banget buat belanja di sini. Oh iya aku sempet nulis review product yg ku beli dan ada kesalahan pengetikan gitu,apa gak ada fitur edit gitu ya? :(","4","Produk"
"2020-06-27 17:44:36","1","kerenn pokoknya, tapi track ordernya gabisa langsung dari aplikasi yaa? biar gampang gitu hihi kayak e-commerce lain gituuu. tapi tetep keren! banyak promo yang bikin aku khilaf hehehehe","5","Layanan"
"2020-06-27 11:06:58","1","Sangat suka berbelanja di Sociolla.","5","Lainnya"
"2020-06-26 12:03:25","1","Sukaaa banget sama sociolla emang bener2 situs kosmetik nomer 1 di indonesia! Tampilannya cantik dan pink-able banget kesukaan warna wanita. Sukses terus sociolla. Agar selalu berbagi socobox dan orang2 yg jdi tau sensasi mencoba produk yg blm pernah dicoba lalu review. Sukses selalu socoo. Smoga appnya ga error2 lgi ya klo banyak yg pake","5","Produk"
"2020-06-26 10:51:48","1","Sociolla situs belanja online paling gak ribet, bebas ongkirnya juga syaratnya gampang, gak muter2, mau bebas ongkirnya dipake tiap hari juga berlaku, sesuka itu ama sociolla ampe gak pernah nglirik marketplace lain utk beli make up, skin care, hair care, body care, thanks sociolla","5","Layanan"
"2020-06-25 23:53:14","1","Found With Samsung Galaxy S20 Ultra 5G","5","Lainnya"
"2020-06-25 13:28:55","-1","Mau login tapi selalu tidak bisa","1","Tampilan"
"2020-06-24 17:31:33","1","Baguusss","5","Lainnya"
"2020-06-22 09:49:48","1","Aplikasi loading nya lama sekali. But over all good.","4","Tampilan"
"2020-06-20 23:24:05","-1","Suka ngeheng kalau bayar , aplikasi lama banget , pengembalian dana lambat .. tolong perbaiki","2","Tampilan"
"2020-06-20 14:45:57","0","saya suka aplikasinya, tidak tau kalau bagian packing cepat apa nggak mulai mencoba","3","Layanan"
"2020-06-19 09:13:44","1","Kalo aku Suka belanja disini team y cpt tanggap bila ada masalah .mdh2an selalu jd terbaik y .","5","Layanan"
"2020-06-19 08:42:45","1","Lop","5","Lainnya"
"2020-06-16 17:52:43","-1","Pesen udh 3 minggu nggak di proses2. Tiba2 di email kalo barangnya kosong. Menyedihkan.","1","Layanan"
"2020-06-15 19:47:13","-1","Orderan belum dikirim, barang kosong dua kali, duit refund belum dikirim, email kagak dibales, kalo gak niat ngurusin apk gausah bikin apk, sorry bintang satu aja buat pelayanannya + uninstall apknya, kecewa berat, recommend beli lewat webnya, kayak pilih kasih banget pelayanannya, email gw belum dibales jg, tolong banget di respon, gw beli pake duit bukan pake daun, alasan orderan banyak, gw coba beli lewat web malah ini duluan yg gw terima, ngelawak anda","1","Layanan"
"2020-06-15 02:17:35","0","Hallo saya pengguna baru, ada kesalahan penulisan saat mencantumkan username media sosial tapi waktu mau mengeditnya muncul tulisan ""aplikasi telah berhenti"" tapi dipakai untuk revies dan yg lainnya masih normal tidak muncul tulisan tersebut... Gimana ya jalan keluarnya?","3","Tampilan"
"2020-06-13 23:13:01","1","Mantap","5","Lainnya"
"2020-06-13 12:09:32","-1","refund lama","1","Layanan"
"2020-06-12 18:17:10","1","Baik","5","Lainnya"
"2020-06-12 17:37:50","-1","Sistem points apakah di hilangkan??..point saya kok tidak bertambah..kemudian saya saya mau menghunakan point untuk membeli produk tidak bisa di gunakan??? Sudah komplain beberapa kali tapi gak ada kemajuan 🙏🙏","1","Tampilan"
"2020-06-12 03:55:36","-1","Jelek banget","2","Lainnya"
"2020-06-11 12:30:46","-1","Produk yg dijual tidak lengkap","1","Produk"
"2020-06-09 15:42:57","-1","saya tidak dapat menghapus akun ini, bagaimana caranya? tidak berguna untuk saya.","1","Tampilan"
"2020-06-08 21:42:01","1","Segitunya ya cari untung dari ongkir. Saya pikir beli make up atau skin care disini akan lebih elegan, dengan pelayanan yg oke dan cepat proses dibanding marketplace si hitam. Ternyata ngasih ongkir 2x lipat dari seharusnya. Dan ga ada konfirmasi no resi.","4","Layanan"
"2020-06-08 19:11:00","1","Suka banget sama Sociolla..","5","Lainnya"
"2020-06-07 22:52:03","-1","Web dengan stok di gudangnya ga update banget bikin customer kecewa untuk ke 2x nya orderan ke 1 di revisi karna stok kosong dan akan di refund dana yang barang kosong nya dan tiba tiba dpt email lagi untuk orderan yang revisi stoknya juga kosong hadeh gimana sih min kocak bgt ya seharusnya di keep dulu barangnya untk orderan yg sebelumnya kan itu bukan di cancel tapi cuma di refund doang yg barang kosongnya seharusnya disiapkan dulu min udh nunggu 1 minggu dapet info kosong lagi gimana g kesel","1","Layanan"
"2020-06-04 15:28:05","1","Alhamdulillah selama belanja di sociola belum pernah dikecewakan, pelayanannya bagus. Tapi Kenapa akhir2 ini save product tidak muncul yaa di aplikasi ? Mohon di perbaiki aplikasinya.","4","Layanan"
"2020-06-04 15:23:43","-1","Ngasih bintang satu pun enggan rasanya, sayang sekali punya kurir kok ga sopan mengecewakan sekali dan ga ada niatan buat belanja disini lagi sangat sangat mengecewakan kurirnya. Otw report kurirnya:)","1","Layanan"
"2020-06-03 14:08:14","-1","sekarang kok gratis ongkirnya buat diatas 250k😭😭😭😭😭, setidaknya gabisakan kurangin nominal minimal nyaaaa, kasian bgt ini yg di kalimantan harga ongkir 2× lipat harga barang yg mau dibeli","1","Layanan"
"2020-06-02 17:58:36","-1","Bagus belanja di sini tapi packing nya tidak rapih apalagi kalau belanja barang nya mudah pecah dan jasa pengiriman nya selalu berubah ubah","2","Layanan"
"2020-06-01 20:28:08","-1","Menurut saya ini aplikasi yg setengah-setengah","2","Lainnya"
"2020-06-01 18:10:00","-1","Ini aplikasi gak bisa buat lacak pengiriman ya ? Pengirimannya lama bgt mau lacak juga gak bisa, gak dikasih nomor resi jg,,","1","Tampilan"
"2020-05-31 04:21:03","1","MANTAP","5","Lainnya"
"2020-05-30 21:02:16","-1","Bingung banget udah download dan re-instal berapa kali tetap gak bisa login akun padahal kemaren gara gara update aplikasi huhuuu sedih bgt aplikasinya bukan mempermudah akses malah susah banget","2","Tampilan"
"2020-05-29 18:32:54","-1","Parah sih pengiriman barangnya pesen dari sebelum lebaran niat nya mau d pake pas hari lebaran sama istri, ini baru nyampe seminggu setelah lebaran. Giliran bayar di minta cepet pas ngirim lama.","1","Layanan"
"2020-05-28 16:14:56","-1","Bagus","2","Lainnya"
"2020-05-28 15:34:18","1","mudah mencari produk","5","Produk"
"2020-05-28 11:24:43","-1","Lama bgt loading nya pas mau checkout, pas udah mau bayar pun lama bgt loading nya-__-","2","Tampilan"
"2020-05-27 23:50:39","-1","Lemot sekali sampe ketinggalan promo","1","Tampilan"
"2020-05-27 23:17:22","-1","Emosi sendiri pakai aplikasi ini, sdh download pembaruan paling baru pun tetap sama gak ada perubahan, yg kdg tiba2 aplikasi tdk merespon lah, lemot input kode vocher lah, tambah banyak yg akses tambah lemot luarrrrr biasa. Jaringan hp bagus, scroll di aplikasi lain lancar2 aja Sayang bgt toko sebagus ini IT nya jelek bgt, belajar atau tanya2 dulu bisa kali ya dg ecommerce lain. Kasih perubahan dikit jgn bermasalah terus dg aplikasi kenapa","1","Tampilan"
"2020-05-27 23:13:10","-1","Baru pertama beli udah dibayar eh besoknya baru konfirmasi barang ada yg kosong. Terus ditanya mau Refund total atau yg kosong aja, drpd kecewa minta refund total. Terus dibilang refund nya 7-10 hari, udah kadung kecewa, kesalahan bukan dr pembeli juga refund nya lama banget. Intinya kecewa. Tambah kecewa karna ini servernya nggak diupdate atau gimana ya? Kok mau buka aja luamanyaaaaaaaaaa butuh waktu 5 menit, dr jam 9 sampe jam 11 ak beli 5 item aja nggak bisa2 akhirnya nggak kebagian barangnya","1","Layanan"
"2020-05-27 17:09:33","-1","Beli Lipgloss Esqa Cosmetic di Sociolla. Barangnya sampainya lamaaaa bgt pdhal waktu itu blm ada PSBB maupun lockdown. Pengiriman sempat dilempar dari satu logistic ke logistic lain. Setelah sekian lama ditunggu, barang akhirnya sampai DALAM KEADAAN SALAH. Pesen lipgloss ukuran besar yg dikirim ukuran mini.","1","Layanan"
"2020-05-27 04:42:48","1","Haiii...gimana caranya mengembalikan uang yang slh tranferr seharusnya saya tranfer 1 x tpii ga semgj hd 2 x... plisss help","5","Lainnya"
"2020-05-26 21:25:37","1","Siapa yng ksini krna liat diskon di instagram","5","Lainnya"
"2020-05-26 18:01:53","-1","Apknya aneh, gabisa log in sama sekali, trus masak klo mau pesen skincare lewat web??tolong perbaiki, banyak yg sudah mengeluh","1","Tampilan"
"2020-05-26 16:46:57","-1","Aplikasi sangat sangat lemot","1","Tampilan"
